id,Date,Product categories,ProductName,Sales,Cloud Coverage,Temperature,Wind Speed,Weather Code,Festival
1708181,18/8/2017,1,Bread,121.5,6,19.7,7,0,0
1708191,19/8/2017,1,Bread,160.3,5,16.9,11,63,0
1708201,20/8/2017,1,Bread,88.8,6,16.0,10,61,0
1708211,21/8/2017,1,Bread,156.5,7,17.2,15,61,0
1708221,22/8/2017,1,Bread,137.5,4,17.6,11,0,0
1708231,23/8/2017,1,Bread,146.2,0,19.4,9,5,0
1708241,24/8/2017,1,Bread,161.2,3,19.5,14,21,0
1708251,25/8/2017,1,Bread,121.7,3,19.8,13,0,0
1708261,26/8/2017,1,Bread,175.3,4,19.5,7,0,0
1708271,27/8/2017,1,Bread,60.4,4,19.7,13,21,0
1708281,28/8/2017,1,Bread,109.9,4,20.5,5,0,0
1708291,29/8/2017,1,Bread,140.1,0,24.6,9,0,0
1708301,30/8/2017,1,Bread,117.7,6,20.0,11,61,0
1708311,31/8/2017,1,Bread,110.5,7,14.9,11,61,0
1709011,1/9/2017,1,Bread,134.9,4,17.3,7,61,0
1709021,2/9/2017,1,Bread,148.2,4,16.5,8,21,0
1709031,3/9/2017,1,Bread,55.2,3,17.4,7,0,0
1709041,4/9/2017,1,Bread,122.2,0,18.3,10,0,0
1709051,5/9/2017,1,Bread,128.7,3,21.0,6,0,0
1709061,6/9/2017,1,Bread,87.0,7,18.2,17,63,0
1709071,7/9/2017,1,Bread,144.6,5,17.3,16,21,0
1709081,8/9/2017,1,Bread,129.9,7,14.9,10,61,0
1709091,9/9/2017,1,Bread,113.5,7,15.0,9,61,0
1709101,10/9/2017,1,Bread,84.0,2,17.7,11,0,0
1709111,11/9/2017,1,Bread,148.2,3,17.9,11,21,0
1709121,12/9/2017,1,Bread,80.8,5,16.1,12,21,0
1709131,13/9/2017,1,Bread,103.4,7,13.3,20,63,0
1709141,14/9/2017,1,Bread,124.5,7,13.2,13,61,0
1709151,15/9/2017,1,Bread,177.1,6,14.4,11,21,0
1709161,16/9/2017,1,Bread,237.2,8,11.9,6,61,0
1709171,17/9/2017,1,Bread,82.0,7,15.3,7,61,0
1709181,18/9/2017,1,Bread,135.4,2,15.1,4,0,0
1709191,19/9/2017,1,Bread,127.0,5,14.4,8,65,0
1709201,20/9/2017,1,Bread,99.2,7,14.2,10,61,0
1709211,21/9/2017,1,Bread,134.4,4,17.0,7,10,0
1709221,22/9/2017,1,Bread,175.9,1,15.6,8,0,0
1709231,23/9/2017,1,Bread,179.9,0,15.9,9,0,0
1709241,24/9/2017,1,Bread,101.8,7,15.8,9,53,0
1709251,25/9/2017,1,Bread,129.7,6,16.2,15,21,0
1709261,26/9/2017,1,Bread,151.5,7,15.7,12,10,0
1709271,27/9/2017,1,Bread,116.4,7,16.6,10,61,0
1709281,28/9/2017,1,Bread,146.2,7,15.1,7,21,0
1709291,29/9/2017,1,Bread,113.0,2,19.1,6,10,0
1709301,30/9/2017,1,Bread,161.8,7,15.1,6,61,0
1710011,1/10/2017,1,Bread,61.0,2,16.3,6,0,0
1710021,2/10/2017,1,Bread,179.6,6,15.2,13,61,0
1710031,3/10/2017,1,Bread,66.4,5,14.3,14,61,0
1710041,4/10/2017,1,Bread,126.0,3,14.1,13.5,32,0
1710051,5/10/2017,1,Bread,146.1,3,14.1,13.5,32,0
1710061,6/10/2017,1,Bread,143.1,1,13.9,13,3,0
1710071,7/10/2017,1,Bread,167.8,7,10.7,10,61,0
1710081,8/10/2017,1,Bread,87.0,0,12.0,12,5,0
1710091,9/10/2017,1,Bread,191.4,5,12.5,8,20,0
1710101,10/10/2017,1,Bread,121.0,7,14.1,9,63,0
1710111,11/10/2017,1,Bread,114.7,7,14.6,12,63,0
1710121,12/10/2017,1,Bread,107.9,6,13.2,24,21,0
1710131,13/10/2017,1,Bread,118.3,6,14.2,8,10,0
1710141,14/10/2017,1,Bread,108.7,8,15.8,12,61,0
1710151,15/10/2017,1,Bread,67.7,2,17.8,5,28,0
1710161,16/10/2017,1,Bread,108.1,5,17.9,7,10,0
1710171,17/10/2017,1,Bread,77.2,7,14.7,13,0,0
1710181,18/10/2017,1,Bread,107.7,4,14.8,6,0,0
1710191,19/10/2017,1,Bread,102.0,6,14.9,9,10,0
1710201,20/10/2017,1,Bread,117.6,7,14.2,6,61,0
1710211,21/10/2017,1,Bread,113.6,7,13.0,6,61,0
1710221,22/10/2017,1,Bread,102.3,7,11.0,7,61,0
1710241,24/10/2017,1,Bread,102.0,7,11.9,8,61,0
1710251,25/10/2017,1,Bread,112.9,7,14.2,16,61,0
1710261,26/10/2017,1,Bread,121.9,5,13.5,12,0,0
1710271,27/10/2017,1,Bread,176.8,4,12.0,13,0,0
1710281,28/10/2017,1,Bread,111.9,7,11.2,17,61,0
1710291,29/10/2017,1,Bread,66.1,2,9.9,20,21,0
1710301,30/10/2017,1,Bread,203.8,0,8.1,11,0,0
1711011,1/11/2017,1,Bread,159.9,0,13.0,12,0,0
1711021,2/11/2017,1,Bread,121.4,0,11.7,13,0,0
1711031,3/11/2017,1,Bread,117.3,0,9.4,7,0,0
1711041,4/11/2017,1,Bread,133.8,0,10.3,5,0,0
1711051,5/11/2017,1,Bread,79.0,0,9.8,8,0,0
1711061,6/11/2017,1,Bread,111.2,0,8.2,7,0,0
1711071,7/11/2017,1,Bread,83.2,0,6.8,5,0,0
1711081,8/11/2017,1,Bread,79.3,0,8.6,9,0,0
1711091,9/11/2017,1,Bread,120.5,6,8.6,9,10,0
1711101,10/11/2017,1,Bread,114.1,7,7.5,16,61,0
1711111,11/11/2017,1,Bread,119.2,5,5.2,8,63,0
1711121,12/11/2017,1,Bread,81.7,7,5.6,7,61,0
1711131,13/11/2017,1,Bread,146.5,2,5.9,9,10,0
1711141,14/11/2017,1,Bread,91.1,7,6.4,11,61,0
1711151,15/11/2017,1,Bread,107.5,7,9.4,7,61,0
1711161,16/11/2017,1,Bread,125.5,8,8.8,8,61,0
1711171,17/11/2017,1,Bread,141.6,3,7.7,10,21,0
1711181,18/11/2017,1,Bread,89.7,5,5.4,12,65,0
1711191,19/11/2017,1,Bread,121.4,3,6.3,15,21,0
1711201,20/11/2017,1,Bread,100.7,6,6.0,6,0,0
1711211,21/11/2017,1,Bread,90.5,7,5.0,5,61,0
1711221,22/11/2017,1,Bread,84.7,7,10.6,10,61,0
1711231,23/11/2017,1,Bread,86.6,7,12.2,16,61,0
1711241,24/11/2017,1,Bread,102.7,7,7.0,8,61,0
1711251,25/11/2017,1,Bread,100.9,7,2.8,5,45,0
1711261,26/11/2017,1,Bread,56.2,7,4.7,12,61,0
1711271,27/11/2017,1,Bread,108.5,7,4.6,14,61,0
1711281,28/11/2017,1,Bread,82.7,7,5.5,12,61,0
1711291,29/11/2017,1,Bread,70.9,7,4.2,6,61,0
1711301,30/11/2017,1,Bread,151.9,7,2.8,4,10,0
1712011,1/12/2017,1,Bread,81.8,6,4.4,8,68,0
1712021,2/12/2017,1,Bread,127.1,7,0.4,8,61,0
1712031,3/12/2017,1,Bread,77.1,7,5.2,7,61,0
1712041,4/12/2017,1,Bread,132.4,2,5.3,12,0,0
1712051,5/12/2017,1,Bread,98.7,7,8.7,17,21,0
1712061,6/12/2017,1,Bread,87.2,7,8.9,17,0,0
1712071,7/12/2017,1,Bread,121.0,8,5.8,13,61,0
1712081,8/12/2017,1,Bread,90.7,6,1.7,10,73,0
1712091,9/12/2017,1,Bread,109.6,3,3.5,10,61,0
1712101,10/12/2017,1,Bread,46.1,7,1.0,9,22,0
1712111,11/12/2017,1,Bread,64.1,8,2.2,14,61,0
1712121,12/12/2017,1,Bread,104.2,7,1.6,12,68,0
1712131,13/12/2017,1,Bread,71.1,7,2.0,12,69,0
1712141,14/12/2017,1,Bread,147.6,7,3.0,12,61,0
1712151,15/12/2017,1,Bread,107.1,7,3.0,9,20,0
1712161,16/12/2017,1,Bread,111.8,1,3.3,10,10,0
1712171,17/12/2017,1,Bread,54.2,3,1.1,7,10,0
1712181,18/12/2017,1,Bread,132.3,5,2.5,6,10,0
1712191,19/12/2017,1,Bread,115.0,7,5.9,7,20,0
1712201,20/12/2017,1,Bread,95.1,7,6.6,6,20,0
1712211,21/12/2017,1,Bread,123.5,7,6.2,10,21,0
1712221,22/12/2017,1,Bread,132.3,7,5.8,9,10,0
1712231,23/12/2017,1,Bread,217.0,7,7.8,19,61,0
1712241,24/12/2017,1,Bread,168.2,7,8.1,16,61,0
1712271,27/12/2017,1,Bread,104.6,7,4.6,7,21,0
1712281,28/12/2017,1,Bread,108.2,4,4.1,11,61,0
1712291,29/12/2017,1,Bread,120.7,5,2.8,11,61,0
1712301,30/12/2017,1,Bread,162.2,7,4.1,10,61,0
1712311,31/12/2017,1,Bread,163.0,7,8.3,16,63,0
1801021,2/1/2018,1,Bread,154.8,6,5.7,8,61,0
1801031,3/1/2018,1,Bread,80.2,7,6.5,11,61,0
1801041,4/1/2018,1,Bread,136.6,6,5.5,7,61,0
1801051,5/1/2018,1,Bread,91.9,8,4.3,10,61,0
1801061,6/1/2018,1,Bread,73.9,7,3.2,8,61,0
1801071,7/1/2018,1,Bread,87.9,0,0.7,8,0,0
1801081,8/1/2018,1,Bread,118.3,1,1.0,7,5,0
1801091,9/1/2018,1,Bread,88.9,4,3.2,11,0,0
1801101,10/1/2018,1,Bread,92.2,6,4.0,6,21,0
1801111,11/1/2018,1,Bread,126.2,7,3.8,10,61,0
1801121,12/1/2018,1,Bread,116.3,7,2.3,10,10,0
1801131,13/1/2018,1,Bread,109.6,8,1.3,8,10,0
1801141,14/1/2018,1,Bread,49.0,1,0.3,8,5,0
1801151,15/1/2018,1,Bread,108.8,7,1.6,12,61,0
1801161,16/1/2018,1,Bread,116.4,7,3.4,9,61,0
1801171,17/1/2018,1,Bread,99.9,6,1.8,10,61,0
1801181,18/1/2018,1,Bread,111.8,7,1.2,17,73,0
1801191,19/1/2018,1,Bread,121.0,6,2.0,10,73,0
1801201,20/1/2018,1,Bread,115.7,8,1.8,7,61,0
1801211,21/1/2018,1,Bread,87.0,6,-0.6,3,49,0
1801221,22/1/2018,1,Bread,137.9,7,0.7,7,77,0
1801231,23/1/2018,1,Bread,101.7,7,4.7,7,61,0
1801241,24/1/2018,1,Bread,115.5,8,11.6,14,61,0
1801251,25/1/2018,1,Bread,103.3,7,8.0,9,21,0
1801261,26/1/2018,1,Bread,98.1,6,6.0,5,45,0
1801271,27/1/2018,1,Bread,131.0,8,5.6,9,10,0
1801281,28/1/2018,1,Bread,83.0,6,7.7,16,61,0
1801291,29/1/2018,1,Bread,109.7,7,7.6,21,63,0
1801301,30/1/2018,1,Bread,117.1,4,5.7,15,10,0
1801311,31/1/2018,1,Bread,105.8,7,6.3,15,61,0
1802011,1/2/2018,1,Bread,96.8,7,3.5,11,61,0
1802021,2/2/2018,1,Bread,95.7,7,3.5,6,61,0
1802031,3/2/2018,1,Bread,105.6,7,-1.2,8,71,0
1802041,4/2/2018,1,Bread,53.0,7,0.8,18,73,0
1802051,5/2/2018,1,Bread,141.3,7,-0.2,10,22,0
1802061,6/2/2018,1,Bread,119.7,1,-0.9,5,10,0
1802071,7/2/2018,1,Bread,101.4,0,-1.3,4,5,0
1802081,8/2/2018,1,Bread,158.2,0,0.0,6,5,0
1802091,9/2/2018,1,Bread,137.0,1,-0.3,7,10,0
1802101,10/2/2018,1,Bread,162.7,1,0.6,4,10,0
1802111,11/2/2018,1,Bread,50.4,7,2.3,11,75,0
1802121,12/2/2018,1,Bread,116.4,5,1.8,15,75,0
1802131,13/2/2018,1,Bread,130.2,0,2.7,7,10,0
1802141,14/2/2018,1,Bread,84.2,0,3.0,8,5,0
1802151,15/2/2018,1,Bread,97.3,7,0.7,11,73,0
1802161,16/2/2018,1,Bread,163.4,5,4.9,12,21,0
1802171,17/2/2018,1,Bread,148.5,8,4.1,5,10,0
1802181,18/2/2018,1,Bread,43.1,5,4.4,8,0,0
1802191,19/2/2018,1,Bread,121.9,5,4.9,4,5,0
1802201,20/2/2018,1,Bread,89.6,1,3.4,11,10,0
1802211,21/2/2018,1,Bread,116.0,6,2.2,7,22,0
1802221,22/2/2018,1,Bread,124.9,7,1.1,7,20,0
1802231,23/2/2018,1,Bread,91.3,1,0.4,12,5,0
1802241,24/2/2018,1,Bread,131.9,6,0.1,15,71,0
1802251,25/2/2018,1,Bread,60.3,7,-3.0,14,71,0
1802261,26/2/2018,1,Bread,86.3,5,-1.5,18,0,0
1802271,27/2/2018,1,Bread,67.0,6,-3.4,16,71,0
1802281,28/2/2018,1,Bread,98.8,5,-6.1,16,5,0
1803011,1/3/2018,1,Bread,121.7,6,-4.0,18,71,0
1803021,2/3/2018,1,Bread,101.7,6,-5.0,15,71,0
1803031,3/3/2018,1,Bread,98.2,0,-3.4,13,5,0
1803041,4/3/2018,1,Bread,71.5,5,-2.3,10,77,0
1803051,5/3/2018,1,Bread,119.7,5,6.0,7,10,0
1803061,6/3/2018,1,Bread,105.3,0,6.4,9,5,0
1803071,7/3/2018,1,Bread,96.4,7,1.2,6,71,0
1803081,8/3/2018,1,Bread,130.9,5,4.5,8,61,0
1803091,9/3/2018,1,Bread,106.2,7,4.5,13,61,0
1803101,10/3/2018,1,Bread,151.5,8,3.4,10,63,0
1803111,11/3/2018,1,Bread,44.5,5,11.5,7,45,0
1803121,12/3/2018,1,Bread,138.1,7,6.5,5,61,0
1803131,13/3/2018,1,Bread,126.3,7,4.3,12,61,0
1803141,14/3/2018,1,Bread,142.7,8,3.2,8,21,0
1803151,15/3/2018,1,Bread,224.0,8,2.5,20,0,0
1803161,16/3/2018,1,Bread,169.6,7,0.2,28,22,0
1803171,17/3/2018,1,Bread,192.6,5,-2.2,29,73,0
1803181,18/3/2018,1,Bread,140.6,1,-0.8,23,5,0
1803191,19/3/2018,1,Bread,168.8,0,2.3,8,5,0
1803201,20/3/2018,1,Bread,135.2,0,4.2,17,5,0
1803211,21/3/2018,1,Bread,120.3,7,4.7,13,22,0
1803221,22/3/2018,1,Bread,140.6,8,5.8,11,61,0
1803231,23/3/2018,1,Bread,135.2,8,4.4,5,22,0
1803241,24/3/2018,1,Bread,175.5,7,7.1,4,5,0
1803251,25/3/2018,1,Bread,72.1,7,7.6,6,0,0
1803261,26/3/2018,1,Bread,148.4,7,5.0,8,61,0
1803271,27/3/2018,1,Bread,156.7,7,5.3,9,10,0
1803281,28/3/2018,1,Bread,136.2,7,3.7,14,61,0
1803291,29/3/2018,1,Bread,369.6,7,0.9,8,71,0
1803311,31/3/2018,1,Bread,416.8,7,2.2,17,0,0
1804011,1/4/2018,1,Bread,68.3,6,2.5,9,71,0
1804021,2/4/2018,1,Bread,43.2,5,6.1,8,5,0
1804031,3/4/2018,1,Bread,135.7,7,11.8,9,61,0
1804041,4/4/2018,1,Bread,115.9,4,13.2,9,61,0
1804051,5/4/2018,1,Bread,97.9,7,8.7,19,61,0
1804061,6/4/2018,1,Bread,118.2,1,10.0,10,5,0
1804071,7/4/2018,1,Bread,145.4,0,14.8,9,5,0
1804081,8/4/2018,1,Bread,70.9,0,20.5,5,5,0
1804091,9/4/2018,1,Bread,101.0,5,15.3,9,5,0
1804101,10/4/2018,1,Bread,116.5,8,5.2,21,10,0
1804111,11/4/2018,1,Bread,82.0,8,4.7,22,0,0
1804121,12/4/2018,1,Bread,136.2,5,8.0,19,5,0
1804131,13/4/2018,1,Bread,92.0,6,8.7,15,61,0
1804141,14/4/2018,1,Bread,166.9,8,7.7,10,61,0
1804151,15/4/2018,1,Bread,94.8,8,9.5,7,61,0
1804161,16/4/2018,1,Bread,120.5,2,13.9,8,63,0
1804171,17/4/2018,1,Bread,101.4,0,15.3,11,0,0
1804181,18/4/2018,1,Bread,93.6,1,20.4,11,0,0
1804191,19/4/2018,1,Bread,109.2,0,23.1,5,0,0
1804201,20/4/2018,1,Bread,89.8,0,24.4,13,0,0
1804211,21/4/2018,1,Bread,144.9,1,15.7,10,5,0
1804221,22/4/2018,1,Bread,68.3,1,14.5,11,5,0
1804231,23/4/2018,1,Bread,89.8,4,14.4,18,5,0
1804241,24/4/2018,1,Bread,97.0,5,12.1,21,61,0
1804251,25/4/2018,1,Bread,68.0,7,9.3,13,61,0
1804261,26/4/2018,1,Bread,132.0,6,11.1,18,61,0
1804271,27/4/2018,1,Bread,64.1,5,13.1,8,0,0
1804281,28/4/2018,1,Bread,145.4,7,14.7,8,61,0
1804291,29/4/2018,1,Bread,112.6,7,8.9,9,21,0
1804301,30/4/2018,1,Bread,152.3,7,11.6,10,95,0
1805021,2/5/2018,1,Bread,114.1,1,14.7,9,5,0
1805031,3/5/2018,1,Bread,124.0,1,12.5,14,0,0
1805041,4/5/2018,1,Bread,98.3,0,12.2,10,5,0
1805051,5/5/2018,1,Bread,127.7,0,14.8,9,5,0
1805061,6/5/2018,1,Bread,56.2,0,18.9,10,0,0
1805071,7/5/2018,1,Bread,134.5,0,20.8,11,0,0
1805081,8/5/2018,1,Bread,118.4,0,22.4,14,5,0
1805091,9/5/2018,1,Bread,147.9,0,23.3,12,0,0
1805101,10/5/2018,1,Bread,65.4,5,20.5,9,95,0
1805111,11/5/2018,1,Bread,206.8,1,15.1,8,0,0
1805121,12/5/2018,1,Bread,150.0,5,17.3,10,0,0
1805131,13/5/2018,1,Bread,86.0,2,17.3,12,10,0
1805141,14/5/2018,1,Bread,98.8,0,18.9,11,5,0
1805151,15/5/2018,1,Bread,98.0,0,18.0,9,0,0
1805161,16/5/2018,1,Bread,73.6,5,20.6,13,21,0
1805171,17/5/2018,1,Bread,129.9,3,15.3,10,5,0
1805181,18/5/2018,1,Bread,127.2,7,14.8,9,0,0
1805191,19/5/2018,1,Bread,169.2,6,14.9,8,0,0
1805201,20/5/2018,1,Bread,107.8,0,18.9,13,5,0
1805221,22/5/2018,1,Bread,156.3,0,20.3,13,5,0
1805231,23/5/2018,1,Bread,109.8,0,20.2,10,0,0
1805241,24/5/2018,1,Bread,108.6,0,20.4,15,5,0
1805251,25/5/2018,1,Bread,123.5,0,19.8,16,5,0
1805261,26/5/2018,1,Bread,153.0,0,19.9,11,5,0
1805271,27/5/2018,1,Bread,99.7,7,16.4,12,20,0
1805281,28/5/2018,1,Bread,157.4,2,20.2,10,5,0
1805291,29/5/2018,1,Bread,106.5,0,23.5,14,5,0
1805301,30/5/2018,1,Bread,112.2,1,23.2,11,17,0
1805311,31/5/2018,1,Bread,111.3,0,21.9,14,5,0
1806011,1/6/2018,1,Bread,171.4,0,21.4,12,5,0
1806021,2/6/2018,1,Bread,145.1,1,22.9,10,5,0
1806031,3/6/2018,1,Bread,79.0,7,19.3,9,0,0
1806041,4/6/2018,1,Bread,130.5,5,19.3,14,20,0
1806051,5/6/2018,1,Bread,149.1,0,19.7,10,5,0
1806061,6/6/2018,1,Bread,125.5,0,22.2,14,5,0
1806071,7/6/2018,1,Bread,130.1,0,23.7,10,0,0
1806081,8/6/2018,1,Bread,133.5,0,22.7,9,0,0
1806091,9/6/2018,1,Bread,196.8,6,22.1,7,61,0
1806101,10/6/2018,1,Bread,98.6,7,19.1,8,61,0
1806111,11/6/2018,1,Bread,167.6,6,18.5,15,0,0
1806121,12/6/2018,1,Bread,118.3,8,15.3,12,20,0
1806131,13/6/2018,1,Bread,139.4,7,16.4,14,61,0
1806141,14/6/2018,1,Bread,185.4,5,20.9,10,0,0
1806151,15/6/2018,1,Bread,178.4,4,19.2,7,0,0
1806161,16/6/2018,1,Bread,165.2,5,21.3,7,95,1
1806171,17/6/2018,1,Bread,131.8,5,18.3,12,61,1
1806181,18/6/2018,1,Bread,150.6,7,17.6,9,61,1
1806191,19/6/2018,1,Bread,134.1,3,19.2,16,21,1
1806201,20/6/2018,1,Bread,187.8,3,23.7,13,0,1
1806211,21/6/2018,1,Bread,137.4,7,11.6,15,65,1
1806221,22/6/2018,1,Bread,173.9,5,15.6,20,61,1
1806231,23/6/2018,1,Bread,228.7,7,14.3,18,61,1
1806241,24/6/2018,1,Bread,96.8,6,16.2,10,21,1
1806251,25/6/2018,1,Bread,148.0,6,17.2,13,21,0
1806261,26/6/2018,1,Bread,126.7,3,20.1,6,21,0
1806271,27/6/2018,1,Bread,98.4,0,22.0,11,5,0
1806281,28/6/2018,1,Bread,153.2,0,22.1,9,0,0
1806291,29/6/2018,1,Bread,124.4,0,21.9,15,5,0
1806301,30/6/2018,1,Bread,162.6,0,21.2,10,5,0
1807011,1/7/2018,1,Bread,106.4,0,21.1,12,5,0
1807021,2/7/2018,1,Bread,149.3,0,22.5,11,5,0
1807031,3/7/2018,1,Bread,169.7,0,22.5,9,5,0
1807041,4/7/2018,1,Bread,109.4,5,19.7,9,0,0
1807051,5/7/2018,1,Bread,116.9,7,17.5,12,20,0
1807061,6/7/2018,1,Bread,125.8,0,20.5,18,5,0
1807071,7/7/2018,1,Bread,191.5,0,20.3,19,5,0
1807081,8/7/2018,1,Bread,91.4,0,23.0,10,5,0
1807091,9/7/2018,1,Bread,229.8,6,16.8,18,0,0
1807101,10/7/2018,1,Bread,161.4,2,18.7,15,5,0
1807111,11/7/2018,1,Bread,182.2,7,19.6,12,21,0
1807121,12/7/2018,1,Bread,207.9,1,26.1,14,0,0
1807131,13/7/2018,1,Bread,212.7,0,24.0,13,5,0
1807141,14/7/2018,1,Bread,212.0,7,17.8,12,0,0
1807151,15/7/2018,1,Bread,119.1,2,23.2,9,5,0
1807161,16/7/2018,1,Bread,208.6,0,24.3,9,5,0
1807171,17/7/2018,1,Bread,197.3,0,26.8,10,0,0
1807181,18/7/2018,1,Bread,137.7,3,23.9,13,0,0
1807191,19/7/2018,1,Bread,200.9,2,22.6,13,0,0
1807201,20/7/2018,1,Bread,152.3,0,22.8,9,0,0
1807211,21/7/2018,1,Bread,184.3,0,25.1,10,0,0
1807221,22/7/2018,1,Bread,130.9,1,25.0,13,5,0
1807231,23/7/2018,1,Bread,170.8,3,24.8,10,0,0
1807241,24/7/2018,1,Bread,157.4,0,28.1,10,5,0
1807251,25/7/2018,1,Bread,133.6,1,28.4,11,61,0
1807261,26/7/2018,1,Bread,202.5,0,28.9,12,5,0
1807271,27/7/2018,1,Bread,198.2,0,27.6,16,5,0
1807281,28/7/2018,1,Bread,214.5,3,28.8,11,95,0
1807291,29/7/2018,1,Bread,129.8,0,24.6,6,0,0
1807301,30/7/2018,1,Bread,148.5,6,27.8,10,21,0
1807311,31/7/2018,1,Bread,123.1,5,31.3,11,0,0
1307012,1/7/2013,2,Rolls,535.9,6,17.8,15,20,0
1307022,2/7/2013,2,Rolls,546.8,3,17.3,10,0,0
1307032,3/7/2013,2,Rolls,427.3,7,21.1,6,61,0
1307042,4/7/2013,2,Rolls,454.9,7,18.9,7,20,0
1307052,5/7/2013,2,Rolls,492.8,5,20.0,12,0,0
1307062,6/7/2013,2,Rolls,631.9,0,19.0,8,0,0
1307072,7/7/2013,2,Rolls,695.3,0,21.4,9,0,0
1307082,8/7/2013,2,Rolls,538.5,0,22.7,10,5,0
1307092,9/7/2013,2,Rolls,586.0,0,23.3,8,0,0
1307102,10/7/2013,2,Rolls,567.4,2,19.7,13,5,0
1307112,11/7/2013,2,Rolls,569.1,0,21.4,12,5,0
1307122,12/7/2013,2,Rolls,600.3,0,20.3,7,0,0
1307132,13/7/2013,2,Rolls,747.1,1,20.1,12,0,0
1307142,14/7/2013,2,Rolls,777.1,5,17.7,15,5,0
1307152,15/7/2013,2,Rolls,597.0,6,18.7,12,0,0
1307162,16/7/2013,2,Rolls,558.8,1,21.2,10,0,0
1307172,17/7/2013,2,Rolls,628.3,5,22.5,8,0,0
1307182,18/7/2013,2,Rolls,647.8,1,23.3,11,5,0
1307192,19/7/2013,2,Rolls,646.8,3,22.5,16,5,0
1307202,20/7/2013,2,Rolls,843.1,0,23.2,8,0,0
1307212,21/7/2013,2,Rolls,815.9,0,26.4,8,0,0
1307222,22/7/2013,2,Rolls,647.7,0,26.1,9,0,0
1307232,23/7/2013,2,Rolls,691.0,0,25.0,12,0,0
1307242,24/7/2013,2,Rolls,698.3,3,24.1,11,0,0
1307252,25/7/2013,2,Rolls,681.3,2,23.1,9,0,0
1307262,26/7/2013,2,Rolls,718.0,3,27.3,6,0,0
1307272,27/7/2013,2,Rolls,855.6,1,26.2,10,0,0
1307282,28/7/2013,2,Rolls,871.8,4,24.9,13,61,0
1307292,29/7/2013,2,Rolls,672.5,1,22.8,10,0,0
1307302,30/7/2013,2,Rolls,690.1,5,21.1,13,21,0
1307312,31/7/2013,2,Rolls,667.8,5,20.3,16,65,0
1308012,1/8/2013,2,Rolls,667.2,6,23.4,7,21,0
1308022,2/8/2013,2,Rolls,689.7,0,31.4,7,0,0
1308032,3/8/2013,2,Rolls,930.8,4,23.4,11,63,0
1308042,4/8/2013,2,Rolls,862.8,3,23.1,8,0,0
1308052,5/8/2013,2,Rolls,521.0,0,25.8,10,0,0
1308062,6/8/2013,2,Rolls,498.9,5,22.2,13,0,0
1308072,7/8/2013,2,Rolls,519.2,4,19.2,8,0,0
1308082,8/8/2013,2,Rolls,486.3,7,17.0,12,20,0
1308092,9/8/2013,2,Rolls,540.0,4,20.3,10,21,0
1308102,10/8/2013,2,Rolls,614.5,7,19.4,12,61,0
1308112,11/8/2013,2,Rolls,666.9,7,16.4,9,61,0
1308122,12/8/2013,2,Rolls,510.0,7,16.5,11,63,0
1308132,13/8/2013,2,Rolls,535.4,3,16.4,16,95,0
1308142,14/8/2013,2,Rolls,520.1,4,18.3,18,61,0
1308152,15/8/2013,2,Rolls,538.2,3,19.8,8,0,0
1308162,16/8/2013,2,Rolls,552.2,4,23.6,11,0,0
1308172,17/8/2013,2,Rolls,583.7,6,20.6,7,0,0
1308182,18/8/2013,2,Rolls,669.2,7,18.6,10,63,0
1308192,19/8/2013,2,Rolls,499.9,5,18.5,8,0,0
1308202,20/8/2013,2,Rolls,478.7,7,17.8,8,61,0
1308212,21/8/2013,2,Rolls,440.8,5,20.1,8,0,0
1308222,22/8/2013,2,Rolls,497.7,4,21.7,8,0,0
1308232,23/8/2013,2,Rolls,503.7,1,22.0,14,0,0
1308242,24/8/2013,2,Rolls,707.9,0,20.9,16,5,0
1308252,25/8/2013,2,Rolls,726.3,0,21.4,16,5,0
1308262,26/8/2013,2,Rolls,451.5,0,20.1,15,5,0
1308272,27/8/2013,2,Rolls,442.3,1,21.1,12,0,0
1308282,28/8/2013,2,Rolls,418.3,0,21.3,7,0,0
1308292,29/8/2013,2,Rolls,386.4,3,20.2,11,0,0
1308302,30/8/2013,2,Rolls,492.1,6,19.8,8,5,0
1308312,31/8/2013,2,Rolls,581.5,5,18.4,16,21,0
1309012,1/9/2013,2,Rolls,481.6,7,15.9,16,61,0
1309022,2/9/2013,2,Rolls,350.0,7,16.6,17,63,0
1309032,3/9/2013,2,Rolls,357.4,7,18.2,11,21,0
1309042,4/9/2013,2,Rolls,362.3,7,18.1,5,0,0
1309052,5/9/2013,2,Rolls,401.0,0,21.7,8,0,0
1309062,6/9/2013,2,Rolls,395.7,0,24.7,9,0,0
1309072,7/9/2013,2,Rolls,591.5,6,22.8,7,0,0
1309082,8/9/2013,2,Rolls,576.0,7,20.2,8,61,0
1309092,9/9/2013,2,Rolls,332.0,8,11.6,11,63,0
1309102,10/9/2013,2,Rolls,363.7,6,13.6,11,65,0
1309112,11/9/2013,2,Rolls,350.8,6,13.9,8,61,0
1309122,12/9/2013,2,Rolls,354.3,6,16.1,6,61,0
1309132,13/9/2013,2,Rolls,413.0,6,17.4,5,21,0
1309142,14/9/2013,2,Rolls,530.8,5,17.6,10,63,0
1309152,15/9/2013,2,Rolls,494.9,7,14.9,10,21,0
1309162,16/9/2013,2,Rolls,363.7,3,13.1,13,21,0
1309172,17/9/2013,2,Rolls,321.1,5,13.1,10,63,0
